cups,productivity
9,0.4243156703924034
8,0.589516058691207
9,0.3976154915592352
10,0.25612534784434804
10,0.2551499691190779
10,0.2544811374916391
5,1.9606664492718828
2,2.6495260408721273
2,1.7358154455318033
9,0.38159701625932085
4,1.4962433969766564
2,2.761635684137699
1,5.0
7,1.0154395686122686
5,1.6953449967664196
11,0.15880507132783364
2,2.2079383673934396
1,1.8494438258455546
7,0.9688597718869353
3,2.37069690108341
12,0.09839495778556077
2,0.6253093378580398
1,1.117601389817493
1,0.274029309512801
11,0.16248227375788973
0,0.09090909090909091
7,0.8723310144846369
8,0.6500838715972812
6,1.2893456799807168
9,0.41277018784708097
12,0.09832353384648478
10,0.25039020382702754
2,2.108777104925814
12,0.0970887442200735
2,1.4294950727908968
12,0.09819173100707018
9,0.40899410914994916
3,1.6143279875636596
11,0.15945591178409524
6,1.520198027764937
5,1.9355871019392192
1,2.021127230571263
8,0.640381127245083
11,0.16465477892657993
12,0.09872963451272254
11,0.15987211674973087
12,0.1002360748287057
9,0.4358164821774892
8,0.6107513082132634
11,0.16086228838178415
11,0.16423507211710472
9,0.41845174483000785
11,0.15239585215116394
8,0.6441612852681292
4,1.5692492971570744
12,0.0966132368359234
10,0.26589952737616296
7,0.8062930713108734
6,1.3366744687040273
2,1.5632733446450995
8,0.6615765967723954
5,1.37720124745427
6,1.2620181260655685
0,0.0
5,1.570009960017413
6,1.318725999988861
0,1.1428571428571428
1,1.3450500551604032
3,1.3443815506484893
11,0.15966374303082048
1,0.0
10,0.2579356110795984
7,0.9182923141720066
4,2.7098545976892603
3,2.1653645317858032
3,3.112711514442092
5,2.0690916141406386
4,2.1142830754230886
4,2.414915054225256
8,0.589516058691207
11,0.1554496960953931
0,0.0
6,1.2229452385163726
10,0.2595203679370181
1,0.5021872749579849
8,0.6582511455408541
2,0.7960273328302898
9,0.39567319781791194
8,0.6334244011650595
2,1.1371819040432711
10,0.2694554477732479
10,0.2516612200901089
3,2.2648555184202337
4,2.1654854909450068
6,1.2847634855879484
9,0.42073790720011234
10,0.253540742437403
5,1.5414643243807329
1,3.0531926811076455
